pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
30-30,0-0,0-0,,232329.0,,,5,,4,Ad,David Fix,Far,,,,,,,,,,-173.5897419,-518.464638,Crosscourt,Forehand,,,,,,,,,,70.66218285,238.1449147,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-30,0-0,0-0,,233898.0,,,5,,5,Ad,David Fix,Far,,,,,,,,,,134.8647528,494.9515584,Crosscourt,Forehand,,,,,,,,,,-92.80419948,-207.9888397,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,1.0,,,,,,,Short
30-30,0-0,0-0,,235329.0,,,5,,6,Ad,David Fix,Far,,,,,,,,,,-168.0576061,-525.6414753,Crosscourt,Forehand,,,,,,,,,,99.43192257,224.9399169,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-30,0-0,0-0,,236928.0,,,5,,7,Ad,David Fix,Far,,,,,,,,,,161.4788386,457.2731627,Crosscourt,Backhand,,,,,,,,,,-54.20138889,-277.8500109,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-30,0-0,0-0,,238079.0,,,5,,8,Ad,David Fix,Far,,,,,,,,,,-104.3631562,-508.2974519,Crosscourt,Forehand,,,,,,,,,,147.4684274,244.9690343,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-30,0-0,0-0,,239428.0,,,5,,9,Ad,David Fix,Far,,,,,,,,,,86.49585521,496.1476979,Down the Line,Forehand,,,,,,,,,,83.42030293,-245.4001804,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,1.0,,,,,,Short
30-30,0-0,0-0,,240809.0,,,5,,10,Deuce,David Fix,Far,,,,,,,,,,73.00190836,-540.5932579,Crosscourt,Backhand,,,,,,,,,,-113.2302439,299.8817531,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-30,0-0,0-0,,242299.0,,,5,,11,Deuce,David Fix,Far,,,,,,,,,,-133.5190671,535.6203029,Crosscourt,Forehand,,,,,,,,,,84.54279856,-263.9555009,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-30,0-0,0-0,,243648.0,,,5,,12,Deuce,David Fix,Far,,,,,,,,,,122.8285652,-529.2298939,Down the Line,Backhand,,,,,,,,,,28.49824475,423.3837927,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
30-30,0-0,0-0,,245059.0,,,5,,13,Ad,David Fix,Far,,,,,,,,,,15.96097988,503.922605,Crosscourt,Forehand,,,,,,,,,,-78.95941054,-245.0947343,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,1.0,,,,,,,Short
30-30,0-0,0-0,,246648.0,,,5,,14,Ad,David Fix,Far,,,,,,,,,,-91.65418307,-506.8022966,Crosscourt,Forehand,,,,,,,,,,93.9470199,319.8163276,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-30,0-0,0-0,,248128.0,,,5,,15,Ad,David Fix,Far,,,,,,,,,,137.3317859,521.8646982,Down the Line,Backhand,,,,,,,,,,6.602116142,-306.9189961,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-30,0-0,0-0,,249378.0,,,5,,16,Ad,David Fix,Far,,,,,,,,,,-16.88612205,-515.4742892,Crosscourt,Forehand,,,,,,,,,,63.66999125,338.6497649,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-30,0-0,0-0,,250829.0,,,5,,17,Ad,David Fix,Far,,,,,,,,,,85.3744696,510.5013725,Down the Line,Backhand,,,,,,,,,,90.36495516,-330.4545822,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-30,0-0,0-0,,252148.0,,,5,,18,Deuce,David Fix,Far,,,,,,,,,,83.20645232,-533.7154364,Down the Line,Backhand,,,,,,,,,,104.9737423,285.1239173,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-30,0-0,0-0,,253559.0,1.0,253559.0,5,,19,Ad,David Fix,Far,,,,,,,,,,87.61720254,476.4113955,Down the Line,Backhand,1.0,,,,,,,,,91.20562117,0.1310968941,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,1,,Gianluca Ballotta,David Fix,,,,Gianluca Ballotta,1,,,
30-40,0-0,0-0,1.0,287098.0,,,6,1.0,1,Ad,David Fix,Far,0.0,T,-15.14289698,-298.717804,1.0,Body,-95.77988845,-176.7856737,,49.78929899,470.4306977,,,1.0,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,1,,Gianluca Ballotta,David Fix,,,,,,2nd Serve In,Body,
30-40,0-0,0-0,,299029.0,,,6,1.0,2,Ad,David Fix,Far,,,,,,,,,,-173.2907262,-529.8279637,Crosscourt,Backhand,,,,,,,,,,41.38260061,179.5305556,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
30-40,0-0,0-0,,300529.0,,,6,1.0,3,Ad,David Fix,Far,,,,,,,,,,114.0818187,437.5368602,Crosscourt,Backhand,,,,,,,,,,-52.64671369,-245.1613353,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-40,0-0,0-0,,301608.0,,,6,1.0,4,Ad,David Fix,Far,,,,,,,,,,-103.0922627,-518.763692,Crosscourt,Forehand,,,,,,,,,,108.9957185,299.4855151,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-40,0-0,0-0,,303158.0,,,6,1.0,5,Ad,David Fix,Far,,,,,,,,,,156.5447725,503.922605,Crosscourt,Backhand,,,,,,,,,,-44.29750656,-254.3531223,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-40,0-0,0-0,,304408.0,,,6,1.0,6,Ad,David Fix,Far,,,,,,,,,,-94.569778,-504.7090332,Crosscourt,Forehand,,,,,,,,,,80.19313758,308.3517607,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-40,0-0,0-0,,305928.0,,,6,1.0,7,Ad,David Fix,Far,,,,,,,,,,124.3237587,484.1863025,Crosscourt,Backhand,,,,,,,,,,-97.46164151,-283.624054,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-40,0-0,0-0,,307428.0,,,6,1.0,8,Ad,David Fix,Far,,,,,,,,,,-145.2562008,-509.7926455,Crosscourt,Forehand,,,,,,,,,,85.71091973,244.9052275,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-40,0-0,0-0,,308959.0,,,6,1.0,9,Ad,David Fix,Far,,,,,,,,,,143.6114993,460.2635116,Crosscourt,Backhand,,,,,,,,,,-79.57998688,-385.3675689,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,1,,Gianluca Ballotta,David Fix,,,,,,,,Deep
30-40,0-0,0-0,,310178.0,,,6,1.0,10,Ad,David Fix,Far,,,,,,,,,,-107.2787511,-516.3714129,Crosscourt,Forehand,,,,,,,,,,66.47401028,339.6046861,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-40,0-0,0-0,,311759.0,,,6,1.0,11,Ad,David Fix,Far,,,,,,,,,,121.1091098,487.1766514,Crosscourt,Forehand,,,,,,,,,,-43.54847441,-277.014206,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,1.0,,,,,,,Short
30-40,0-0,0-0,,313309.0,,,6,1.0,12,Ad,David Fix,Far,,,,,,,,,,-100.1019138,-545.6768318,Down the Line,Forehand,,,,,,,,,,-119.9154965,305.5027286,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-40,0-0,0-0,,314829.0,,,6,1.0,13,Deuce,David Fix,Far,,,,,,,,,,-92.10274497,535.0222332,Crosscourt,Forehand,,,,,,,,,,75.66013233,-246.6276684,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-40,0-0,0-0,,316338.0,,,6,1.0,14,Deuce,David Fix,Far,,,,,,,,,,111.5399934,-513.3810641,Down the Line,Backhand,,,,,,,,,,101.5543909,387.4085849,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
30-40,0-0,0-0,,317829.0,,,6,1.0,15,Ad,David Fix,Far,,,,,,,,,,94.94358596,492.5592793,Down the Line,Backhand,,,,,,,,,,155.569182,-224.9513233,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-40,0-0,0-0,,319329.0,1.0,319329.0,6,1.0,16,Deuce,David Fix,Far,,,,,,,,,,171.9450787,-468.2267771,Down the Line,Backhand,1.0,,,,,,,,,115.0536581,-218.5322835,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,David Fix,1,,,
40-40,0-0,0-0,1.0,352229.0,,,7,1.0,1,Ad,David Fix,Far,1.0,Wide,-114.8356354,-189.9510936,,,,,,24.76383968,439.9340387,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,1,,Gianluca Ballotta,David Fix,,,,,,1st Serve In,Wide,
40-40,0-0,0-0,,353329.0,,,7,1.0,2,Ad,David Fix,Far,,,,,,,,,,-170.7489392,-501.4196686,Crosscourt,Forehand,,,,,,,,,,48.35167323,302.8832404,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
40-40,0-0,0-0,,355029.0,,,7,1.0,3,Ad,David Fix,Far,,,,,,,,,,89.93472769,501.5303259,Crosscourt,Forehand,,,,,,,,,,-69.73826553,-294.9171424,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,1.0,,,,,,,Short
40-40,0-0,0-0,,356628.0,,,7,1.0,4,Ad,David Fix,Far,,,,,,,,,,-124.6975284,-516.6704287,Crosscourt,Forehand,,,,,,,,,,17.96341317,380.8308508,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
40-40,0-0,0-0,,358158.0,,,7,1.0,5,Ad,David Fix,Far,,,,,,,,,,34.03390201,527.8453959,Crosscourt,Forehand,,,,,,,,,,-92.35372375,-384.2871008,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,1.0,,,,,,,Deep
40-40,0-0,0-0,,359928.0,,,7,1.0,6,Ad,David Fix,Far,,,,,,,,,,-125.2208443,-526.8376148,Crosscourt,Forehand,,,,,,,,,,43.03323491,430.8147091,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
40-40,0-0,0-0,,361289.0,,,7,1.0,7,Ad,David Fix,Far,,,,,,,,,,55.13456912,532.0318843,Down the Line,Forehand,,,,,,,,,,102.8624508,-352.763867,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,1.0,,,,,,Deep
40-40,0-0,0-0,,362809.0,,,7,1.0,8,Deuce,David Fix,Far,,,,,,,,,,110.7176619,-473.3103893,Crosscourt,Backhand,,,,,,,,,,-58.32016623,306.544614,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
40-40,0-0,0-0,,364059.0,,,7,1.0,9,Deuce,David Fix,Far,,,,,,,,,,-75.88010717,439.3310696,Crosscourt,Forehand,,,,,,,,,,83.18723753,-262.9247922,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,,,,,,,Short
40-40,0-0,0-0,,365279.0,,,7,1.0,10,Deuce,David Fix,Far,,,,,,,,,,120.2120243,-534.6125601,Down the Line,Backhand,,,,,,,,,,95.24619969,360.1414261,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,1,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
40-40,0-0,0-0,,366829.0,1.0,366829.0,7,1.0,11,Ad,David Fix,Far,,,,,,,,,,85.59873141,493.1573491,Down the Line,Backhand,,,,,,,,,,123.0528653,230.2680774,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,1,,Gianluca Ballotta,David Fix,,,,Gianluca Ballotta,1,,,
0-0,1-0,0-0,1.0,447928.0,,,8,,1,Deuce,Gianluca Ballotta,Far,1.0,T,26.01165245,-185.7073436,,,,,,-24.09101597,413.0159996,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,2,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,T,
0-0,1-0,0-0,,448938.0,,,8,,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,43.39743548,-531.6222113,Down the Line,Backhand,,,,,,,,,,67.74620516,161.1922627,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,2,,David Fix,David Fix,,1.0,,,,,,Short
0-0,1-0,0-0,,450459.0,1.0,450459.0,8,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,92.10274497,420.1928368,Down the Line,Forehand,,,,,,,,,,157.3556212,-271.5828139,1.0,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,2,,David Fix,Gianluca Ballotta,,,,Gianluca Ballotta,,,,Short
15-0,1-0,0-0,1.0,469928.0,,,9,,1,Ad,Gianluca Ballotta,Far,1.0,Wide,-125.3789643,-196.0720363,,,,,,54.4243493,497.9419073,,,1.0,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,2,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,Wide,
15-0,1-0,0-0,,471229.0,,,9,,2,Ad,Gianluca Ballotta,Far,,,,,,,,,,-181.663703,-493.9437773,Crosscourt,Backhand,,,,,,,,,,124.8015639,329.4018646,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,2,,David Fix,David Fix,,,,,,,,Short
15-0,1-0,0-0,,472489.0,,,9,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,174.9353893,502.7264654,Crosscourt,Forehand,,,,,,,,,,-70.05205599,-207.6823217,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,2,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-0,1-0,0-0,,474128.0,,,9,,4,Ad,Gianluca Ballotta,Far,,,,,,,,,,-108.6991907,-475.1045986,Down the Line,Forehand,,,,,,,,,,-121.552313,348.5219926,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,2,,David Fix,David Fix,,1.0,,,,,,Short
15-0,1-0,0-0,,475428.0,,,9,,5,Deuce,Gianluca Ballotta,Far,,,,,,,,,,-92.92507655,503.3245352,Crosscourt,Backhand,1.0,,,,,,,,,70.6843832,-185.8686024,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,2,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-0,1-0,0-0,,476729.0,1.0,476729.0,9,,6,Deuce,Gianluca Ballotta,Far,,,,,,,,,,70.6843832,-205.973201,Down the Line,,,1.0,,,,,,1,,114.960187,243.8110947,1.0,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,2,,David Fix,David Fix,,,,David Fix,,,,Short
15-15,1-0,0-0,1.0,499289.0,,,10,,1,Deuce,Gianluca Ballotta,Far,0.0,Body,104.9612642,37.51047682,1.0,T,36.44076444,-127.0144412,,-32.59478346,452.4886045,,,1.0,,,,,,,,,,,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,2,,David Fix,Gianluca Ballotta,,,,,,2nd Serve In,T,
15-15,1-0,0-0,,508438.0,1.0,508438.0,10,,2,Deuce,Gianluca Ballotta,Far,,,,,,,,,,85.15016951,-529.2298939,Down the Line,Forehand,,,,,,,,,,79.69278762,-13.32549213,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,2,,David Fix,David Fix,,,,Gianluca Ballotta,1,,,
30-15,1-0,0-0,1.0,531428.0,,,11,,1,Ad,Gianluca Ballotta,Far,1.0,Wide,-133.0379703,-215.0515365,,,,,,52.443236,503.922605,,,1.0,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,2,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,Wide,
30-15,1-0,0-0,,532529.0,,,11,,2,Ad,Gianluca Ballotta,Far,,,,,,,,,,-180.7665792,-507.4003664,Crosscourt,Backhand,,,,,,,,,,40.00709755,213.749907,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,2,,David Fix,David Fix,,,,,,,,Short
30-15,1-0,0-0,,533858.0,,,11,,3,Ad,Gianluca Ballotta,Far,,,,,,,,,,134.341437,509.9033027,Crosscourt,Forehand,,,,,,,,,,-87.76357174,-334.5523841,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,2,,David Fix,Gianluca Ballotta,,,,,,,,Short
30-15,1-0,0-0,,535329.0,,,11,,4,Ad,Gianluca Ballotta,Far,,,,,,,,,,-111.8390475,-505.9051728,Crosscourt,Forehand,,,,,,,,,,105.8872102,287.1053751,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,2,,David Fix,David Fix,1.0,,,,,,,Short
30-15,1-0,0-0,,536588.0,,,11,,5,Ad,Gianluca Ballotta,Far,,,,,,,,,,159.6846293,498.539977,Down the Line,Forehand,,,,,,,,,,92.81449584,-300.4049158,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,2,,David Fix,Gianluca Ballotta,,,,,,,,Short
30-15,1-0,0-0,,537938.0,,,11,,6,Deuce,Gianluca Ballotta,Far,,,,,,,,,,61.60118657,-514.8762194,Crosscourt,Forehand,,,,,,,,,,-96.83252953,320.8154199,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,2,,David Fix,David Fix,,,,,,,,Short
