pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-15,1-2,0-1,,4879679.0,,,101,,9,Ad,David Fix,Far,,,,,,,,,,41.56586833,500.3341864,Down the Line,Forehand,,,,,,,,,,100.8889545,-310.5575569,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,,1.0,,,,,,Short
15-15,1-2,0-1,,4880878.0,,,101,,10,Deuce,David Fix,Far,,,,,,,,,,118.9411308,-537.9019248,Down the Line,Backhand,,,,,,,,,,12.7463692,125.7257491,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
15-15,1-2,0-1,,4881878.0,1.0,4881878.0,101,,11,Ad,David Fix,Far,,,,,,,,,,12.7463692,171.9938812,Crosscourt,,,1.0,,,,,,1,,-47.2865923,-197.2104167,1.0,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,17,,Gianluca Ballotta,David Fix,,,,David Fix,,,,Short
30-15,1-2,0-1,1.0,4912179.0,,,102,,1,Ad,David Fix,Far,0.0,T,-27.4299486,-248.610619,1.0,Body,-59.44220254,-197.8192804,,47.28490814,485.382442,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,17,,Gianluca Ballotta,David Fix,,,,,,2nd Serve In,Body,
30-15,1-2,0-1,,4925479.0,,,102,,2,Ad,David Fix,Far,,,,,,,,,,-99.87765201,-548.3681649,Crosscourt,Backhand,,,,,,,,,,71.66491142,214.7180337,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
30-15,1-2,0-1,,4926878.0,,,102,,3,Ad,David Fix,Far,,,,,,,,,,136.883224,488.3727909,Down the Line,Backhand,,,,,,,,,,69.22650919,-390.8765857,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,,,,,,,,Deep
30-15,1-2,0-1,,4928159.0,,,102,,4,Deuce,David Fix,Far,,,,,,,,,,64.40463145,-533.1173666,Crosscourt,Forehand,,,,,,,,,,-63.5804626,224.4066109,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
30-15,1-2,0-1,,4929409.0,,,102,,5,Deuce,David Fix,Far,,,,,,,,,,-94.86883202,496.7457677,Crosscourt,Forehand,,,,,,,,,,88.3717465,-385.5385499,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,17,,Gianluca Ballotta,David Fix,,,,,,,,Deep
30-15,1-2,0-1,,4930778.0,,,102,,6,Deuce,David Fix,Far,,,,,,,,,,96.88730315,-513.6800798,Down the Line,Forehand,,,,,,,,,,113.5166667,316.0385171,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,Short
30-15,1-2,0-1,,4932179.0,,,102,,7,Ad,David Fix,Far,,,,,,,,,,103.3913167,484.7843723,Crosscourt,Backhand,,,,,,,,,,-61.84401247,-291.6666284,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-15,1-2,0-1,,4933429.0,,,102,,8,Ad,David Fix,Far,,,,,,,,,,-95.39214786,-512.7829943,Down the Line,Forehand,,,,,,,,,,-140.9332951,239.0104604,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-15,1-2,0-1,,4934878.0,1.0,4934878.0,102,,9,Deuce,David Fix,Far,,,,,,,,,,-120.2867782,539.8067913,Crosscourt,Forehand,,,,,,,,,,189.5712762,-448.3596457,,,1.0,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,,,,Gianluca Ballotta,1,,,
30-30,1-2,0-1,1.0,4963539.0,,,103,,1,Deuce,David Fix,Far,0.0,T,40.17321741,-259.269428,1.0,Wide,120.72535,-236.2512631,,-32.9312336,468.0384186,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,17,,Gianluca Ballotta,David Fix,,,,,,2nd Serve In,Wide,
30-30,1-2,0-1,,4986278.0,,,103,,2,Deuce,David Fix,Far,,,,,,,,,,186.1492071,-504.4100175,Crosscourt,Backhand,,,,,,,,,,-52.88437227,218.6229604,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
30-30,1-2,0-1,,4987738.0,,,103,,3,Deuce,David Fix,Far,,,,,,,,,,-104.1388944,471.0287675,Crosscourt,Forehand,,,,,,,,,,60.35429243,-301.9007983,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,17,,Gianluca Ballotta,David Fix,,,,,,,,Short
30-30,1-2,0-1,,4989028.0,1.0,4989028.0,103,,4,Deuce,David Fix,Far,,,,,,,,,,106.1574038,-547.1720254,Down the Line,Backhand,,,,,,,,,,208.6009186,383.7126859,,1.0,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,17,,Gianluca Ballotta,Gianluca Ballotta,,,,David Fix,1,,,
40-30,1-2,0-1,1.0,5008709.0,,,104,,1,Ad,David Fix,Far,0.0,T,-24.94917432,-272.6483541,1.0,Body,-94.7859252,-169.4595582,,44.55617892,486.5785816,,,1.0,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,17,,Gianluca Ballotta,David Fix,,,,,,2nd Serve In,Body,
40-30,1-2,0-1,,5031378.0,,,104,,2,Ad,David Fix,Far,,,,,,,,,,-182.1122266,-553.1527231,Crosscourt,Backhand,,,,,,,,,,41.46282808,217.9612752,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
40-30,1-2,0-1,,5032878.0,1.0,5032878.0,104,,3,Ad,David Fix,Far,,,,,,,,,,119.6887084,493.1573491,Crosscourt,Forehand,,,,,,,,,,-20.24093941,4.915655074,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,1.0,,,Gianluca Ballotta,1,,,
40-40,1-2,0-1,1.0,5064608.0,,,105,1.0,1,Ad,David Fix,Far,1.0,Body,-101.0031715,-241.8762959,,,,,,45.56545276,465.0480698,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,17,,Gianluca Ballotta,David Fix,,,,,,1st Serve In,Body,
40-40,1-2,0-1,,5065479.0,,,105,1.0,2,Ad,David Fix,Far,,,,,,,,,,-160.282699,-526.8376148,Crosscourt,Backhand,,,,,,,,,,50.33929353,332.0001094,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,1.0,,,,,,,Short
40-40,1-2,0-1,,5066809.0,,,105,1.0,3,Ad,David Fix,Far,,,,,,,,,,87.5424486,488.3727909,Down the Line,Forehand,,,,,,,,,,76.71499344,-251.9913878,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,,1.0,,,,,,Short
40-40,1-2,0-1,,5068229.0,,,105,1.0,4,Deuce,David Fix,Far,,,,,,,,,,82.68313648,-530.4260335,Crosscourt,Backhand,,,,,,,,,,-91.2005304,325.6090496,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,17,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
40-40,1-2,0-1,,5069579.0,,,105,1.0,5,Deuce,David Fix,Far,,,,,,,,,,-105.9331037,511.0994423,Crosscourt,Forehand,,,,,,,,,,3.507234252,-182.2267115,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,,,,,,,,Short
40-40,1-2,0-1,,5070889.0,,,105,1.0,6,Deuce,David Fix,Far,,,,,,,,,,55.54573491,-535.8086997,Down the Line,Forehand,,,,,,,,,,103.6903325,455.0,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,,1.0,,,,,,
40-40,1-2,0-1,,5073039.0,,,105,1.0,7,Ad,David Fix,Far,,,,,,,,,,70.90864501,541.6010007,Down the Line,Forehand,,,,,,,,,,142.5198928,-400.751378,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,,1.0,,,,,,Deep
40-40,1-2,0-1,,5074678.0,,,105,1.0,8,Deuce,David Fix,Far,,,,,,,,,,148.0970418,-512.4839403,Crosscourt,Backhand,,,,,,,,,,-78.21225394,336.1932962,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Short
40-40,1-2,0-1,,5075978.0,,,105,1.0,9,Deuce,David Fix,Far,,,,,,,,,,-83.58026028,471.6268373,Crosscourt,Forehand,,,,,,,,,,50.93487533,-225.354451,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,,,,,,,,Short
40-40,1-2,0-1,,5077258.0,,,105,1.0,10,Deuce,David Fix,Far,,,,,,,,,,103.5408246,-539.3971183,Down the Line,Backhand,1.0,,,,,,,,,22.54238845,444.6785214,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,17,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
40-40,1-2,0-1,,5078978.0,,,105,1.0,11,Ad,David Fix,Far,,,,,,,,,,12.83980206,427.3696741,Down the Line,Forehand,,,,,,,,,,97.20270122,-279.3959974,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,,1.0,,,,,,Short
40-40,1-2,0-1,,5080579.0,,,105,1.0,12,Deuce,David Fix,Far,,,,,,,,,,139.4997649,-487.9630796,Down the Line,Backhand,,,,,,,,,,49.5523294,388.9541885,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
40-40,1-2,0-1,,5081878.0,,,105,1.0,13,Ad,David Fix,Far,,,,,,,,,,31.80984799,457.2731627,Crosscourt,Forehand,,,,,,,,,,-107.2363408,-185.2190507,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,1.0,,,,,,,Short
40-40,1-2,0-1,,5083378.0,,,105,1.0,14,Ad,David Fix,Far,,,,,,,,,,-168.0576061,-488.5611494,Crosscourt,Forehand,,,,,,,,,,26.42970801,397.7646271,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,Deep
40-40,1-2,0-1,,5085079.0,,,105,1.0,15,Ad,David Fix,Far,,,,,,,,,,30.16514654,503.3245352,Down the Line,Forehand,,,,,,,,,,115.884334,-163.3008749,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,David Fix,,1.0,,,,,,Short
40-40,1-2,0-1,,5086878.0,,,105,1.0,16,Deuce,David Fix,Far,,,,,,,,,,92.92507655,-354.5935586,Crosscourt,Backhand,,,,,,,,,,-119.0906387,-183.9248852,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,17,,Gianluca Ballotta,Gianluca Ballotta,,,,,,,,
40-40,1-2,0-1,,,1.0,5086878.0,105,1.0,17,Deuce,David Fix,Far,,,,,,,,,,,,Down the Line,Forehand,,,1.0,,,,,,,,,1.0,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,17,,Gianluca Ballotta,David Fix,,,,David Fix,,,,
0-0,1-3,0-1,1.0,5127359.0,,,106,,1,Deuce,Gianluca Ballotta,Near,1.0,Body,-64.62893154,175.3655402,,,,,,37.15507983,-461.3489939,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,18,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,Body,
0-0,1-3,0-1,,5128279.0,,,106,,2,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-65.41386702,462.0577209,Crosscourt,Forehand,,,,,,,,,,82.51919838,-246.5373742,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,18,,David Fix,David Fix,,,,,,,,Short
0-0,1-3,0-1,,5130128.0,,,106,,3,Deuce,Gianluca Ballotta,Near,,,,,,,,,,90.08427384,-346.2205818,Crosscourt,Forehand,,,,,,,,,,-35.09737533,323.0954724,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,18,,David Fix,Gianluca Ballotta,1.0,,,,,,,Short
0-0,1-3,0-1,,5131138.0,,,106,,4,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-63.6196577,494.3534886,Down the Line,Forehand,,,,,,,,,,-65.26516295,-326.9901028,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,18,,David Fix,David Fix,,,,,,,,Short
0-0,1-3,0-1,,5132428.0,,,106,,5,Ad,Gianluca Ballotta,Near,,,,,,,,,,-56.55497047,-510.689731,Crosscourt,Forehand,,,,,,,,,,102.4283191,453.8762413,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,18,,David Fix,Gianluca Ballotta,,,,,,,,Deep
0-0,1-3,0-1,,5133878.0,,,106,,6,Ad,Gianluca Ballotta,Near,,,,,,,,,,116.4740978,533.8260936,Crosscourt,Backhand,,,,,,,,,,-4.299978128,-351.584416,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,18,,David Fix,David Fix,,,,,,,,Deep
0-0,1-3,0-1,,5135189.0,,,106,,7,Ad,Gianluca Ballotta,Near,,,,,,,,,,-11.98007437,-518.1656223,Crosscourt,Forehand,,,,,,,,,,86.56528871,413.5187227,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,18,,David Fix,Gianluca Ballotta,,,,,,,,Deep
0-0,1-3,0-1,,5136478.0,,,106,,8,Ad,Gianluca Ballotta,Near,,,,,,,,,,96.1397255,500.3341864,Down the Line,Backhand,1.0,,,,,,,,,40.71176728,-197.0075131,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,18,,David Fix,David Fix,,,,,,,,Short
0-0,1-3,0-1,,5138279.0,,,106,,9,Deuce,Gianluca Ballotta,Near,,,,,,,,,,32.31444663,-431.1464512,Down the Line,Forehand,,,,,,,,,,157.3556212,453.1047791,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,18,,David Fix,Gianluca Ballotta,,1.0,,,,,,Deep
0-0,1-3,0-1,,5139678.0,1.0,5139678.0,106,,10,Ad,Gianluca Ballotta,Near,,,,,,,,,,139.2755031,630.7133968,Crosscourt,Backhand,,,,,,,,,,-9.438287402,4.018569554,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,18,,David Fix,David Fix,,,,Gianluca Ballotta,1,,,
15-0,1-3,0-1,1.0,5171018.0,,,107,,1,Ad,Gianluca Ballotta,Near,1.0,Wide,134.3591973,244.4539097,,,,,,-36.44486002,-431.1464512,,,1.0,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,18,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,Wide,
15-0,1-3,0-1,,5172039.0,,,107,,2,Ad,Gianluca Ballotta,Near,,,,,,,,,,195.7183235,458.4693023,Down the Line,Backhand,,,,,,,,,,47.57703412,-362.5227581,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,18,,David Fix,David Fix,,,,,,,,Deep
15-0,1-3,0-1,,5173489.0,,,107,,3,Deuce,Gianluca Ballotta,Near,,,,,,,,,,16.63380359,-474.2074748,Crosscourt,Forehand,,,,,,,,,,-86.30114283,244.6390529,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,18,,David Fix,Gianluca Ballotta,1.0,,,,,,,Short
15-0,1-3,0-1,,5174838.0,,,107,,4,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-77.8985783,512.2955818,Crosscourt,Forehand,,,,,,,,,,146.2719051,-409.9329068,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,18,,David Fix,David Fix,,,,,,,,Deep
15-0,1-3,0-1,,5176489.0,,,107,,5,Deuce,Gianluca Ballotta,Near,,,,,,,,,,158.4884897,-503.213878,Down the Line,Backhand,,,,,,,,,,85.07886045,237.2888998,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,18,,David Fix,Gianluca Ballotta,,,,,,,,Short
15-0,1-3,0-1,,5177838.0,1.0,5177838.0,107,,6,Ad,Gianluca Ballotta,Near,,,,,,,,,,76.55293088,561.3373031,Down the Line,Backhand,1.0,,,,,,,,,83.05694444,234.5156168,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,18,,David Fix,David Fix,,,,Gianluca Ballotta,1,,,
15-15,1-3,0-1,1.0,5205319.0,,,108,,1,Deuce,Gianluca Ballotta,Near,0.0,Wide,-158.2568023,172.3751914,0.0,Body,-85.59873141,245.3038386,,38.91193132,-456.8634514,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,1.0,18,,David Fix,Gianluca Ballotta,,,,,,Double Fault,Body,
15-15,1-3,0-1,,5216369.0,,,108,,2,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-106.3816656,490.1670002,Crosscourt,Forehand,,,,,,,,,,39.72277996,-349.9167487,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,1.0,,18,,David Fix,David Fix,,,,,,,,Short
15-15,1-3,0-1,,5217569.0,1.0,5217569.0,108,,3,Deuce,Gianluca Ballotta,Near,,,,,,,,,,62.42351815,-527.7347386,Down the Line,Forehand,,,,,,,,,,27.47381343,-233.4970801,,,,1.0,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,18,,David Fix,Gianluca Ballotta,,1.0,,David Fix,1,,,
15-30,1-3,0-1,1.0,5242659.0,,,109,,1,Ad,Gianluca Ballotta,Near,1.0,Wide,126.024229,216.5651794,,,,,,-48.48104768,-461.3489939,,,,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,1.0,18,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,Wide,
15-30,1-3,0-1,,5243768.0,1.0,5243768.0,109,,2,Ad,Gianluca Ballotta,Near,,,,,,,,,,208.2777887,508.1090934,Crosscourt,Backhand,,,,,,,,,,-38.95024606,-452.0953904,1.0,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,18,,David Fix,David Fix,,,,David Fix,,,,Deep
15-40,1-3,0-1,1.0,5261388.0,,,110,1.0,1,Deuce,Gianluca Ballotta,Near,1.0,T,-32.72182305,211.6103675,,,,,,19.11021435,-469.7886483,,,1.0,,,,,,,,,,,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,,,,18,,David Fix,Gianluca Ballotta,,,,,,1st Serve In,T,
15-40,1-3,0-1,,5262369.0,,,110,1.0,2,Deuce,Gianluca Ballotta,Near,,,,,,,,,,-26.3524661,476.4113955,Crosscourt,Backhand,,,,,,,,,,16.57692476,-328.0034722,,,,,,"Univeristy of California, Los Angeles",2/16/15,Division 1,Dual-Match,,,Los Angeles Tennis Center,Pepperdine University,Gianluca Ballotta,David Fix,Left,Right,,Hard,,1.0,,,18,,David Fix,David Fix,1.0,,,,,,,Short
